primary_type,date,latitude,longitude,temperature,humidity,wind_speed
THEFT,2025-03-06 11:00:00,41.725803425,-87.662786572,0.97,72,0.45
THEFT,2025-03-06 11:00:00,41.962329807,-87.655510399,0.97,72,0.45
BURGLARY,2025-03-06 11:00:00,41.869965095,-87.713905843,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 11:00:00,41.657274888,-87.604230251,0.97,72,0.45
ASSAULT,2025-03-06 11:00:00,41.844968448,-87.61727891,0.97,72,0.45
BATTERY,2025-03-06 10:59:00,41.871729291,-87.716899535,0.97,72,0.45
THEFT,2025-03-06 10:52:00,41.882394062,-87.627844798,0.97,72,0.45
BATTERY,2025-03-06 10:50:00,41.910022484,-87.63855839,0.97,72,0.45
THEFT,2025-03-06 10:50:00,41.97070461,-87.728099622,0.97,72,0.45
BATTERY,2025-03-06 10:49:00,41.76015578,-87.556752911,0.97,72,0.45
NARCOTICS,2025-03-06 10:47:00,41.862775612,-87.710439968,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 10:44:00,41.737108349,-87.666746945,0.97,72,0.45
OTHER OFFENSE,2025-03-06 10:39:00,41.790516609,-87.721246204,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 10:36:00,41.792522974,-87.703529737,0.97,72,0.45
THEFT,2025-03-06 10:30:00,41.749762233,-87.651294144,0.97,72,0.45
THEFT,2025-03-06 10:30:00,41.895732399,-87.687784384,0.97,72,0.45
THEFT,2025-03-06 10:28:00,41.967929496,-87.649288171,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 10:26:00,41.692540893,-87.626840351,0.97,72,0.45
ASSAULT,2025-03-06 10:15:00,41.727562592,-87.545594933,0.97,72,0.45
OTHER OFFENSE,2025-03-06 10:12:00,42.018489697,-87.665810918,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 10:09:00,41.772532881,-87.572803415,0.97,72,0.45
PUBLIC PEACE VIOLATION,2025-03-06 10:08:00,41.730390353,-87.658767583,0.97,72,0.45
BATTERY,2025-03-06 10:05:00,41.952124569,-87.706298949,0.97,72,0.45
THEFT,2025-03-06 10:00:00,41.749880266,-87.663426578,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 10:00:00,41.695908161,-87.595822806,0.97,72,0.45
BATTERY,2025-03-06 10:00:00,41.770348245,-87.637277969,0.97,72,0.45
BURGLARY,2025-03-06 10:00:00,41.775635581,-87.64075861,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 10:00:00,41.80171934,-87.630703621,0.97,72,0.45
OFFENSE INVOLVING CHILDREN,2025-03-06 09:55:00,41.79692803,-87.654934706,0.97,72,0.45
ASSAULT,2025-03-06 09:55:00,41.851436512,-87.646460241,0.97,72,0.45
NARCOTICS,2025-03-06 09:55:00,41.772728903,-87.628945174,0.97,72,0.45
ASSAULT,2025-03-06 09:45:00,41.755883838,-87.632442555,0.97,72,0.45
THEFT,2025-03-06 09:41:00,41.68094392,-87.537099797,0.97,72,0.45
ASSAULT,2025-03-06 09:35:00,41.726219145,-87.567294437,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 09:30:00,41.810478653,-87.618184026,0.97,72,0.45
ASSAULT,2025-03-06 09:30:00,41.808586084,-87.745627875,0.97,72,0.45
THEFT,2025-03-06 09:20:00,41.8684223,-87.68692108,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 09:15:00,41.855888512,-87.722374204,0.97,72,0.45
OTHER OFFENSE,2025-03-06 09:15:00,41.904027387,-87.758918312,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 09:13:00,41.823627332,-87.698169312,0.97,72,0.45
BATTERY,2025-03-06 09:07:00,41.785195069,-87.618982074,0.97,72,0.45
THEFT,2025-03-06 09:06:00,41.882394062,-87.627844798,0.97,72,0.45
ASSAULT,2025-03-06 09:05:00,41.750544431,-87.603945359,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 09:00:00,41.799487229,-87.593818494,0.97,72,0.45
ASSAULT,2025-03-06 09:00:00,41.73690503,-87.648506389,0.97,72,0.45
OTHER OFFENSE,2025-03-06 09:00:00,41.990092944,-87.742427323,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 09:00:00,41.684748514,-87.632468293,0.97,72,0.45
CRIMINAL SEXUAL ASSAULT,2025-03-06 09:00:00,41.756225433,-87.636265116,0.97,72,0.45
THEFT,2025-03-06 09:00:00,41.9922857,-87.688902732,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 09:00:00,41.684927504,-87.653586476,0.97,72,0.45
BATTERY,2025-03-06 09:00:00,41.910239494,-87.694846269,0.97,72,0.45
THEFT,2025-03-06 08:50:00,41.976814727,-87.659880317,0.97,72,0.45
THEFT,2025-03-06 08:30:00,41.939262335,-87.71335694,0.97,72,0.45
BURGLARY,2025-03-06 08:30:00,41.749429692,-87.660990617,0.97,72,0.45
THEFT,2025-03-06 08:30:00,41.977769168,-87.685051454,0.97,72,0.45
ASSAULT,2025-03-06 08:30:00,41.958879809,-87.748752781,0.97,72,0.45
THEFT,2025-03-06 08:15:00,41.982516992,-87.656583616,0.97,72,0.45
THEFT,2025-03-06 08:15:00,41.809445968,-87.67496226,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 08:08:00,41.912858657,-87.70852775,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 08:05:00,41.774643948,-87.703037455,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 08:00:00,41.866517317,-87.695178701,0.97,72,0.45
ASSAULT,2025-03-06 08:00:00,41.982161273,-87.668500261,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 08:00:00,41.981313322,-87.882548649,0.97,72,0.45
OTHER OFFENSE,2025-03-06 08:00:00,41.881951992,-87.633185359,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 07:50:00,41.885634973,-87.728881166,0.97,72,0.45
BATTERY,2025-03-06 07:45:00,41.671587926,-87.638097729,0.97,72,0.45
BATTERY,2025-03-06 07:40:00,41.907262889,-87.692050894,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 07:30:00,41.845623723,-87.624703584,0.97,72,0.45
ASSAULT,2025-03-06 07:30:00,41.786087136,-87.64737823,0.97,72,0.45
BURGLARY,2025-03-06 07:23:00,41.899538884,-87.756941947,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 07:23:00,41.816229907,-87.606696541,0.97,72,0.45
BATTERY,2025-03-06 07:15:00,41.74424764,-87.654785994,0.97,72,0.45
