primary_type,date,latitude,longitude,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
CRIMINAL DAMAGE,2025-03-17 18:42:00,41.683198504,-87.62762348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 18:40:00,41.932575738,-87.657615295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 18:35:00,41.780439401,-87.603727666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 18:33:00,41.871496464,-87.727813774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:30:00,41.880717301,-87.72628358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 18:29:00,41.726008504,-87.682221922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 18:25:00,41.79523709,-87.6670471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 18:25:00,41.781367064,-87.607207607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 18:20:00,41.789204622,-87.703437543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 18:15:00,41.946931814,-87.673369433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:13:00,41.739727015,-87.604910522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:11:00,41.994019837,-87.713281946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:05:00,41.762816424,-87.647989016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 18:00:00,41.925839563,-87.678610196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 18:00:00,41.862463709,-87.709602317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:00:00,41.955100267,-87.672230041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:00:00,41.993267703,-87.673372854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:00:00,41.791630164,-87.652379643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 18:00:00,41.857740504,-87.669874959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 18:00:00,41.951143843,-87.700606823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 18:00:00,41.755605151,-87.621483629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 18:00:00,41.932869148,-87.749104283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 18:00:00,41.812534475,-87.618241859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:00:00,41.891660183,-87.628547174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:58:00,41.727222915,-87.57547379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:55:00,41.917656022,-87.688750258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 17:52:00,41.894352859,-87.713839205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 17:50:00,41.884327498,-87.623189049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:50:00,41.758189762,-87.627627142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:45:00,41.963070794,-87.655984213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 17:42:00,41.865471501,-87.72393137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 17:32:00,41.894945698,-87.754893341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:30:00,41.834042232,-87.674368991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:30:00,41.862327927,-87.64820859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:30:00,41.964239134,-87.661001861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:30:00,41.924406534,-87.795268807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:28:00,41.796890794,-87.602770958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:27:00,41.714012214,-87.659228209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 17:20:00,41.802007569,-87.622242931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:18:00,41.680692908,-87.662446079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:15:00,41.899857664,-87.684495706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:10:00,41.762901537,-87.588473086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:09:00,41.798975283,-87.601294973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:08:00,41.940003716,-87.647789387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:04:00,41.799301065,-87.631958642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMICIDE,2025-03-17 17:03:00,41.875910934,-87.702638262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 17:03:00,41.809669669,-87.594427666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:01:00,41.778045176,-87.703227793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:00:00,42.00358158,-87.660815919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,41.877470199,-87.678222877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,41.811397019,-87.671120054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:00:00,41.809015971,-87.728523575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 17:00:00,41.791344555,-87.781769935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,41.861517395,-87.662453482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,41.779520772,-87.660962362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 17:00:00,41.864284344,-87.729335621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL SEXUAL ASSAULT,2025-03-17 17:00:00,41.914284365,-87.772038259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 17:00:00,41.833806759,-87.672074335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 17:00:00,41.806779635,-87.607723982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,41.946742584,-87.687383969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 17:00:00,41.746799874,-87.657584436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 17:00:00,41.803671998,-87.703846021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 16:59:00,41.900077383,-87.63133811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 16:54:00,41.780817093,-87.770384239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:45:00,41.794533814,-87.631438536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 16:45:00,41.87498322,-87.685356878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:44:00,41.809631718,-87.69424704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 16:44:00,41.873608502,-87.736000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 16:40:00,41.96593721,-87.727964573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 16:40:00,41.995323698,-87.656974008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 16:35:00,41.80950879,-87.608371773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:34:00,41.746966294,-87.601424385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:33:00,41.752987691,-87.665933998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:30:00,41.701811694,-87.55958657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 16:30:00,41.878840427,-87.639582928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 16:30:00,41.903722719,-87.709972333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 16:30:00,41.782951712,-87.604362828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 16:30:00,41.938353011,-87.644341137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 16:25:00,41.93991842,-87.653288878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 16:21:00,41.862365191,-87.718303732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 16:20:00,41.682494068,-87.626869725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 16:19:00,41.704433855,-87.634312635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:16:00,41.750677723,-87.593034044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 16:15:00,41.871833527,-87.653669588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 16:14:00,41.713753878,-87.642987258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 16:13:00,41.942350218,-87.656611563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 16:12:00,41.867013845,-87.625822134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 16:10:00,41.794462581,-87.770558224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:10:00,41.965850901,-87.730859202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 16:08:00,41.76515656,-87.647403287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 16:08:00,41.909860541,-87.638552799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:07:00,41.670776461,-87.61943596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 16:00:00,41.940837637,-87.733002347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 16:00:00,41.786609272,-87.67565797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 16:00:00,41.884546689,-87.616947314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 16:00:00,41.814382204,-87.608305812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 16:00:00,41.959877611,-87.731022096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 16:00:00,41.751516641,-87.583173571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 16:00:00,41.79285804,-87.624892706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 16:00:00,41.862066717,-87.695777288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 16:00:00,41.769504085,-87.659087452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:57:00,41.994758989,-87.7144777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 15:55:00,41.818120075,-87.702743389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 15:50:00,41.995323698,-87.656974008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:50:00,41.743869404,-87.611191969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:50:00,41.872901132,-87.694314778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:45:00,41.9105506,-87.673185901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:45:00,41.881601409,-87.624350265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:44:00,41.748943304,-87.695039886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 15:42:00,41.901437805,-87.721389186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 15:42:00,41.882389156,-87.624374606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 15:39:00,41.737094305,-87.572998178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 15:37:00,41.719044894,-87.538911622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 15:36:00,41.957371882,-87.722144817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 15:35:00,41.984622486,-87.836582104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 15:35:00,41.997199344,-87.660474773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 15:31:00,41.877352918,-87.702866432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 15:30:00,41.706863301,-87.648561622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 15:30:00,41.997199344,-87.660474773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 15:30:00,42.012812146,-87.66442416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:30:00,41.887979835,-87.773524594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:30:00,41.916124853,-87.730188129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:20:00,41.879636208,-87.736256136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 15:18:00,41.812552172,-87.606631731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:15:00,41.917656022,-87.688750258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 15:11:00,41.784201467,-87.674036268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 15:11:00,41.739860331,-87.601274245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 15:00:00,41.747672341,-87.563741379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:00:00,41.745848924,-87.659679467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:00:00,41.895477968,-87.714342549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 15:00:00,41.949015206,-87.656026428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 15:00:00,42.019977977,-87.673089367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 15:00:00,41.868276568,-87.739203531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 15:00:00,41.753090645,-87.658658222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:53:00,41.873709176,-87.749169703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:50:00,41.845895399,-87.703847013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:50:00,41.881599076,-87.626197394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:45:00,41.795697408,-87.642761358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 14:44:00,42.00186886,-87.660756695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 14:42:00,41.769819793,-87.574617034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 14:38:00,41.813747428,-87.621331743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:38:00,41.925197594,-87.677679717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:37:00,41.94044868,-87.651081589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 14:30:00,41.689815599,-87.639878573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 14:30:00,41.791220341,-87.688848758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 14:30:00,41.891560798,-87.658602339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 14:30:00,41.993932395,-87.67014351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 14:30:00,41.714216398,-87.642319373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 14:29:00,41.878856126,-87.726694102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 14:26:00,41.890128925,-87.765212935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:25:00,41.932738985,-87.648117094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 14:23:00,41.889392455,-87.75784482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:23:00,41.86821682,-87.6304532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:19:00,41.907926167,-87.64819515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:16:00,41.998734156,-87.660613118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:15:00,41.85366954,-87.633148865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 14:10:00,41.953502273,-87.655144403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:09:00,41.979738594,-87.692710749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:06:00,41.803667488,-87.590528166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:05:00,41.868541914,-87.639235361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:04:00,41.915529957,-87.761412788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:04:00,41.906276004,-87.670011875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:01:00,41.680481664,-87.540099953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 14:00:00,41.808521459,-87.621191543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:00:00,41.964083213,-87.728691769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:00:00,41.85366954,-87.633148865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 14:00:00,41.838086672,-87.628951832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:00:00,41.912441678,-87.668482136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 14:00:00,41.932812132,-87.64429052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 14:00:00,41.871403145,-87.727810983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 14:00:00,41.695029209,-87.537698676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:00:00,41.798741929,-87.62580711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 14:00:00,41.841164277,-87.6171782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 14:00:00,41.890455604,-87.6241128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 13:53:00,41.861427333,-87.646749796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 13:53:00,41.735915303,-87.635440578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 13:49:00,41.893469034,-87.632648229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 13:45:00,41.879687325,-87.731852845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 13:41:00,41.751880122,-87.652561724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 13:40:00,41.830619057,-87.626641352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 13:40:00,41.869433632,-87.655751038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 13:39:00,41.925843451,-87.702341464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 13:32:00,41.677322814,-87.629851051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 13:30:00,41.92046017,-87.67083136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 13:25:00,41.67754063,-87.625100948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 13:22:00,41.677322814,-87.629851051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 13:21:00,41.909636288,-87.745300725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 13:20:00,41.707519433,-87.601839023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 13:20:00,41.736277427,-87.62510451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 13:19:00,41.923800472,-87.777496163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
